,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.796,1.072,0.009,2.268,0.034,0.024,1033.0,963.0,1.01
b_shrinkage[1],0.287,1.173,0.0,0.964,0.041,0.031,759.0,542.0,1.0
fixed_b[0],4.542,1.673,1.622,7.664,0.074,0.059,527.0,594.0,1.02
fixed_b[1],-0.038,0.067,-0.167,0.079,0.003,0.003,588.0,459.0,1.02
ls,2.741,4.951,0.02,6.128,0.458,0.325,36.0,169.0,1.09
var,5.907,3.799,0.511,12.291,0.176,0.125,345.0,815.0,1.01
nu_y,3.334,1.573,1.081,6.221,0.055,0.039,528.0,278.0,1.01
sigma_y,1.609,0.498,0.549,2.491,0.059,0.042,75.0,37.0,1.04
