,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.916,2.39,0.003,2.312,0.075,0.053,828.0,463.0,1.0
b_shrinkage[1],0.317,0.637,0.0,1.127,0.018,0.012,996.0,636.0,1.0
fixed_b[0],5.364,2.663,-0.196,10.03,0.132,0.094,416.0,509.0,1.0
fixed_b[1],-0.28,0.217,-0.687,0.107,0.009,0.007,521.0,791.0,1.01
ls,5.306,17.441,0.787,7.921,0.921,0.652,213.0,157.0,1.01
var,7.388,8.475,0.021,19.24,0.452,0.32,655.0,473.0,1.0
nu_y,1.096,0.453,0.435,1.926,0.013,0.009,1226.0,1164.0,1.0
sigma_y,0.988,0.51,0.243,1.871,0.022,0.015,499.0,551.0,1.0
