,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.675,1.028,0.007,1.892,0.027,0.019,1452.0,1076.0,1.0
b_shrinkage[1],0.291,1.002,0.0,1.054,0.023,0.016,1457.0,1492.0,1.01
fixed_b[0],3.407,2.114,-0.653,6.673,0.104,0.091,536.0,450.0,1.02
fixed_b[1],-0.058,0.084,-0.214,0.097,0.004,0.004,689.0,470.0,1.01
ls,8.653,12.497,0.912,19.534,1.252,0.888,17.0,72.0,1.16
var,5.249,5.498,0.327,11.913,0.254,0.193,750.0,621.0,1.01
nu_y,3.062,1.33,1.125,5.587,0.041,0.029,745.0,700.0,1.01
sigma_y,1.297,0.318,0.651,1.855,0.049,0.035,43.0,157.0,1.06
