,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.777,1.496,0.005,2.025,0.041,0.029,1699.0,834.0,1.0
b_shrinkage[1],0.274,1.115,0.0,0.977,0.031,0.022,1983.0,1273.0,1.0
fixed_b[0],3.808,2.173,-0.35,7.746,0.08,0.057,805.0,834.0,1.0
fixed_b[1],-0.062,0.087,-0.229,0.097,0.003,0.002,954.0,1088.0,1.0
ls,10.084,4.709,2.644,18.294,0.228,0.161,413.0,542.0,1.01
var,5.45,5.155,0.275,13.684,0.187,0.132,744.0,1210.0,1.0
nu_y,3.618,1.522,1.339,6.472,0.033,0.024,1921.0,1186.0,1.0
sigma_y,1.308,0.245,0.885,1.82,0.007,0.005,1271.0,1073.0,1.0
