,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.909,1.921,0.009,2.277,0.069,0.049,1216.0,1222.0,1.0
b_shrinkage[1],0.462,6.355,0.0,1.105,0.144,0.102,1356.0,1088.0,1.0
fixed_b[0],5.244,1.999,1.465,9.249,0.096,0.068,478.0,527.0,1.01
fixed_b[1],-0.149,0.087,-0.309,0.019,0.003,0.002,644.0,832.0,1.0
ls,8.243,7.429,0.751,14.737,0.582,0.412,169.0,147.0,1.02
var,4.903,8.873,0.099,11.383,0.973,0.717,335.0,225.0,1.01
nu_y,3.46,1.511,1.096,6.176,0.039,0.027,1382.0,1257.0,1.0
sigma_y,1.372,0.259,0.894,1.859,0.008,0.006,926.0,743.0,1.0
