,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.808,1.606,0.005,2.168,0.04,0.028,1505.0,1143.0,1.0
b_shrinkage[1],0.259,0.66,0.0,1.024,0.019,0.013,962.0,490.0,1.0
fixed_b[0],3.769,1.569,0.702,7.111,0.066,0.053,553.0,566.0,1.01
fixed_b[1],-0.096,0.062,-0.212,0.019,0.004,0.003,269.0,737.0,1.01
ls,13.509,25.738,0.074,41.58,1.895,1.342,58.0,40.0,1.06
var,3.261,4.293,0.067,9.099,0.27,0.191,247.0,627.0,1.01
nu_y,3.364,1.474,1.058,5.912,0.04,0.029,1320.0,1255.0,1.0
sigma_y,1.083,0.257,0.582,1.568,0.023,0.016,132.0,50.0,1.04
