,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.064,3.319,0.004,2.383,0.18,0.128,827.0,465.0,1.01
b_shrinkage[1],0.278,0.679,0.0,0.969,0.017,0.012,1188.0,947.0,1.0
fixed_b[0],4.673,2.151,0.017,8.198,0.084,0.06,672.0,566.0,1.01
fixed_b[1],-0.133,0.106,-0.334,0.056,0.004,0.003,710.0,911.0,1.01
ls,5.238,1.741,1.948,8.195,0.1,0.071,284.0,262.0,1.01
var,6.04,4.443,0.581,13.604,0.157,0.111,636.0,919.0,1.01
nu_y,1.293,0.432,0.639,2.142,0.012,0.008,1234.0,843.0,1.0
sigma_y,0.888,0.307,0.394,1.505,0.012,0.008,546.0,346.0,1.0
