,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.005,1.974,0.008,2.69,0.088,0.062,571.0,280.0,1.01
b_shrinkage[1],0.334,0.848,0.0,1.216,0.02,0.014,1521.0,998.0,1.0
fixed_b[0],6.711,3.107,-0.048,12.096,0.123,0.087,679.0,533.0,1.01
fixed_b[1],-0.171,0.116,-0.389,0.049,0.004,0.003,747.0,730.0,1.0
ls,11.855,4.78,3.253,19.727,0.281,0.199,265.0,322.0,1.02
var,9.431,7.993,0.972,24.508,0.338,0.239,657.0,807.0,1.01
nu_y,2.693,1.196,0.879,4.735,0.032,0.022,1017.0,1417.0,1.0
sigma_y,1.467,0.317,0.91,2.135,0.012,0.008,700.0,309.0,1.0
