,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.711,1.064,0.005,2.049,0.028,0.02,1189.0,561.0,1.0
b_shrinkage[1],0.26,0.801,0.0,0.977,0.021,0.015,1875.0,1385.0,1.0
fixed_b[0],3.265,2.495,-1.643,7.685,0.094,0.067,705.0,476.0,1.0
fixed_b[1],-0.055,0.084,-0.227,0.086,0.003,0.002,754.0,1059.0,1.0
ls,11.878,4.331,3.829,20.758,0.31,0.219,195.0,61.0,1.02
var,7.169,6.258,1.068,18.381,0.257,0.182,737.0,708.0,1.0
nu_y,2.793,1.099,1.081,4.833,0.029,0.02,1222.0,698.0,1.0
sigma_y,1.113,0.238,0.644,1.543,0.01,0.007,541.0,244.0,1.01
