,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.177,1.364,0.009,3.159,0.041,0.029,889.0,586.0,1.0
b_shrinkage[1],0.335,0.683,0.001,1.075,0.016,0.012,1764.0,984.0,1.0
fixed_b[0],10.688,3.925,3.491,18.521,0.313,0.277,230.0,76.0,1.01
fixed_b[1],-0.336,0.155,-0.64,-0.05,0.01,0.007,253.0,382.0,1.01
ls,6.571,1.838,3.05,9.823,0.129,0.096,215.0,274.0,1.02
var,19.478,32.557,2.801,40.15,4.419,3.466,248.0,150.0,1.01
nu_y,2.186,1.073,0.72,4.191,0.033,0.023,832.0,777.0,1.0
sigma_y,1.515,0.457,0.666,2.277,0.018,0.013,556.0,367.0,1.01
