,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.014,1.303,0.007,2.69,0.036,0.026,1980.0,1092.0,1.0
b_shrinkage[1],0.306,0.649,0.0,1.091,0.015,0.011,2387.0,1350.0,1.0
fixed_b[0],8.18,3.381,1.329,14.804,0.12,0.086,876.0,839.0,1.01
fixed_b[1],-0.219,0.127,-0.461,0.023,0.004,0.003,843.0,953.0,1.0
ls,7.703,2.258,3.065,11.439,0.107,0.076,448.0,694.0,1.01
var,12.286,10.551,2.069,27.901,0.373,0.264,868.0,1001.0,1.0
nu_y,1.53,0.479,0.823,2.464,0.01,0.007,2348.0,1282.0,1.0
sigma_y,1.523,0.359,0.907,2.228,0.008,0.006,1804.0,1277.0,1.0
