,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.791,1.35,0.01,2.293,0.04,0.028,908.0,571.0,1.01
b_shrinkage[1],0.265,0.515,0.0,1.03,0.013,0.009,993.0,633.0,1.0
fixed_b[0],4.089,1.816,0.29,7.336,0.098,0.083,434.0,344.0,1.01
fixed_b[1],-0.133,0.07,-0.25,0.013,0.004,0.003,455.0,330.0,1.01
ls,24.966,135.547,0.0,63.756,4.784,3.384,109.0,253.0,1.02
var,4.037,7.187,0.014,12.743,0.345,0.244,369.0,600.0,1.01
nu_y,1.9,0.728,0.72,3.175,0.021,0.015,934.0,672.0,1.0
sigma_y,1.044,0.323,0.426,1.609,0.02,0.014,254.0,226.0,1.01
