,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.747,1.052,0.007,2.047,0.032,0.023,1056.0,807.0,1.01
b_shrinkage[1],0.322,1.92,0.0,0.96,0.044,0.031,1395.0,1111.0,1.0
fixed_b[0],3.814,2.752,-1.262,8.728,0.165,0.117,434.0,299.0,1.02
fixed_b[1],-0.093,0.096,-0.283,0.081,0.004,0.003,542.0,510.0,1.01
ls,13.378,10.161,2.85,24.633,0.531,0.376,261.0,315.0,1.03
var,6.461,7.146,0.289,17.308,0.425,0.365,490.0,498.0,1.01
nu_y,4.077,1.631,1.381,6.963,0.043,0.031,1275.0,1281.0,1.0
sigma_y,1.584,0.262,1.135,2.103,0.007,0.005,1286.0,1346.0,1.0
