,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.957,1.561,0.018,2.605,0.044,0.032,1618.0,1198.0,1.0
b_shrinkage[1],0.331,1.44,0.0,1.18,0.032,0.023,1461.0,1065.0,1.0
fixed_b[0],6.223,2.563,1.611,11.601,0.083,0.059,978.0,904.0,1.01
fixed_b[1],-0.189,0.119,-0.412,0.041,0.004,0.003,884.0,1013.0,1.01
ls,5.5,1.933,1.909,9.07,0.151,0.107,156.0,142.0,1.02
var,6.825,5.494,0.805,16.117,0.206,0.146,653.0,976.0,1.0
nu_y,2.757,1.138,1.013,4.865,0.029,0.021,1254.0,576.0,1.0
sigma_y,1.482,0.332,0.88,2.139,0.013,0.009,610.0,181.0,1.01
