,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.83,1.153,0.007,2.243,0.031,0.022,1330.0,825.0,1.0
b_shrinkage[1],0.28,0.754,0.0,1.03,0.018,0.013,2279.0,1628.0,1.0
fixed_b[0],5.16,3.515,-1.242,11.521,0.117,0.083,918.0,1094.0,1.0
fixed_b[1],-0.086,0.115,-0.302,0.129,0.004,0.003,1026.0,1028.0,1.0
ls,11.814,3.565,5.235,18.228,0.149,0.105,551.0,683.0,1.01
var,14.828,14.737,2.344,39.086,0.487,0.344,1077.0,1035.0,1.0
nu_y,2.399,0.947,0.959,4.253,0.022,0.016,1565.0,1181.0,1.0
sigma_y,1.837,0.396,1.081,2.547,0.01,0.007,1415.0,1102.0,1.0
