,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.193,2.535,0.021,2.78,0.087,0.061,1216.0,930.0,1.0
b_shrinkage[1],0.36,1.414,0.001,1.119,0.037,0.026,1741.0,995.0,1.0
fixed_b[0],9.246,3.486,1.685,14.471,0.173,0.123,492.0,444.0,1.01
fixed_b[1],-0.205,0.133,-0.429,0.063,0.007,0.005,490.0,548.0,1.0
ls,6.689,4.522,1.667,12.03,0.227,0.161,274.0,351.0,1.02
var,9.306,11.936,0.241,27.12,0.616,0.436,423.0,497.0,1.01
nu_y,2.038,0.758,0.818,3.424,0.019,0.013,1357.0,1101.0,1.0
sigma_y,1.31,0.337,0.709,1.944,0.011,0.008,812.0,665.0,1.0
