,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.228,3.108,0.029,2.813,0.41,0.291,320.0,83.0,1.01
b_shrinkage[1],0.268,0.675,0.0,1.144,0.021,0.015,678.0,424.0,1.0
fixed_b[0],4.035,1.253,1.671,6.305,0.061,0.043,420.0,228.0,1.02
fixed_b[1],-0.043,0.067,-0.165,0.074,0.004,0.003,350.0,591.0,1.02
ls,2.137,3.457,0.557,6.21,0.543,0.387,42.0,44.0,1.08
var,5.905,3.333,1.671,10.456,0.126,0.089,375.0,421.0,1.01
nu_y,3.171,1.321,1.153,5.62,0.044,0.031,654.0,690.0,1.01
sigma_y,1.033,0.411,0.4,1.781,0.058,0.041,48.0,60.0,1.07
