,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.885,1.051,0.025,2.419,0.033,0.023,480.0,133.0,1.01
b_shrinkage[1],0.325,0.685,0.0,1.184,0.019,0.014,1374.0,1274.0,1.0
fixed_b[0],5.88,1.695,2.051,8.693,0.091,0.064,358.0,452.0,1.02
fixed_b[1],-0.163,0.072,-0.295,-0.006,0.004,0.003,333.0,136.0,1.02
ls,13.482,309.434,0.472,11.504,8.218,5.812,95.0,71.0,1.02
var,3.788,3.065,0.054,8.047,0.168,0.119,348.0,344.0,1.01
nu_y,2.627,1.213,0.883,4.856,0.041,0.029,704.0,764.0,1.0
sigma_y,1.311,0.34,0.675,1.925,0.016,0.012,422.0,477.0,1.01
