,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.605,1.067,0.004,1.688,0.038,0.028,977.0,777.0,1.0
b_shrinkage[1],0.287,0.868,0.0,1.047,0.027,0.019,1065.0,714.0,1.0
fixed_b[0],2.176,2.053,-1.808,6.093,0.1,0.071,449.0,627.0,1.01
fixed_b[1],-0.021,0.078,-0.161,0.143,0.004,0.003,460.0,546.0,1.01
ls,13.207,9.026,0.004,27.395,0.699,0.495,99.0,34.0,1.04
var,5.354,6.104,0.013,16.385,0.283,0.2,325.0,591.0,1.01
nu_y,3.415,1.331,1.418,5.931,0.037,0.026,1228.0,1142.0,1.0
sigma_y,1.422,0.25,0.978,1.894,0.008,0.006,908.0,709.0,1.0
