,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.746,0.914,0.006,2.042,0.023,0.016,1450.0,916.0,1.0
b_shrinkage[1],0.293,0.957,0.0,1.14,0.022,0.015,1692.0,1296.0,1.0
fixed_b[0],4.658,2.651,-0.778,9.246,0.112,0.079,583.0,748.0,1.01
fixed_b[1],-0.094,0.105,-0.292,0.094,0.004,0.003,824.0,1116.0,1.01
ls,5.406,2.653,0.815,9.713,0.253,0.18,98.0,148.0,1.03
var,9.849,10.885,0.176,24.739,0.513,0.363,298.0,801.0,1.02
nu_y,1.958,0.761,0.782,3.393,0.017,0.012,1597.0,1144.0,1.0
sigma_y,1.365,0.386,0.7,2.149,0.014,0.01,723.0,640.0,1.0
