,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.919,1.525,0.022,2.385,0.037,0.026,1855.0,1034.0,1.0
b_shrinkage[1],0.327,1.222,0.0,1.114,0.03,0.021,1758.0,1141.0,1.0
fixed_b[0],6.453,3.539,-0.521,12.612,0.122,0.09,873.0,816.0,1.0
fixed_b[1],-0.166,0.151,-0.432,0.119,0.005,0.004,906.0,917.0,1.0
ls,10.811,3.282,5.412,17.084,0.118,0.083,773.0,874.0,1.0
var,11.775,11.477,1.665,29.958,0.406,0.294,1195.0,1000.0,1.0
nu_y,3.273,1.357,1.129,5.715,0.028,0.021,2058.0,1393.0,1.0
sigma_y,1.779,0.333,1.182,2.405,0.008,0.006,1647.0,1205.0,1.0
