,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.781,1.034,0.004,2.139,0.029,0.021,1119.0,772.0,1.0
b_shrinkage[1],0.274,0.744,0.0,0.988,0.018,0.013,1963.0,1377.0,1.0
fixed_b[0],4.692,2.759,-0.707,9.526,0.125,0.088,514.0,499.0,1.01
fixed_b[1],-0.079,0.109,-0.28,0.123,0.005,0.003,526.0,403.0,1.01
ls,9.572,3.43,3.319,15.682,0.224,0.159,227.0,356.0,1.03
var,9.949,8.72,1.433,24.822,0.577,0.532,485.0,366.0,1.01
nu_y,3.499,1.558,1.306,6.393,0.036,0.027,1935.0,1404.0,1.0
sigma_y,1.236,0.249,0.821,1.741,0.008,0.006,919.0,1153.0,1.01
