,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.226,4.067,0.08,3.111,0.099,0.07,2034.0,1233.0,1.0
b_shrinkage[1],0.332,0.877,0.0,1.121,0.026,0.018,1989.0,1493.0,1.0
fixed_b[0],8.12,2.573,2.812,12.627,0.082,0.058,1031.0,1093.0,1.01
fixed_b[1],-0.216,0.119,-0.431,-0.003,0.004,0.003,1073.0,1130.0,1.0
ls,4.219,1.217,2.282,6.644,0.063,0.044,374.0,246.0,1.02
var,11.195,6.704,3.023,23.075,0.233,0.164,834.0,1021.0,1.01
nu_y,3.411,1.497,1.079,6.147,0.035,0.025,1583.0,1288.0,1.0
sigma_y,1.542,0.337,0.925,2.188,0.012,0.009,774.0,919.0,1.01
