,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.857,1.792,0.045,2.067,0.054,0.038,959.0,1000.0,1.01
b_shrinkage[1],0.349,0.811,0.0,1.057,0.022,0.015,58.0,1301.0,1.05
fixed_b[0],5.753,3.871,2.215,17.49,1.521,1.186,17.0,12.0,1.17
fixed_b[1],-0.15,0.08,-0.324,-0.035,0.023,0.019,20.0,19.0,1.14
ls,16.916,87.79,0.082,36.592,3.948,2.793,30.0,103.0,1.11
var,4.96,8.053,0.053,27.868,2.996,2.259,22.0,16.0,1.15
nu_y,3.332,1.38,1.194,5.747,0.037,0.026,1102.0,1274.0,1.02
sigma_y,1.026,0.234,0.603,1.489,0.023,0.017,100.0,359.0,1.04
