,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.801,1.067,0.008,2.425,0.032,0.023,753.0,646.0,1.0
b_shrinkage[1],0.309,0.849,0.0,1.126,0.02,0.014,1455.0,1172.0,1.0
fixed_b[0],4.93,3.826,-1.089,12.487,0.171,0.127,535.0,669.0,1.0
fixed_b[1],-0.14,0.145,-0.403,0.142,0.006,0.005,581.0,582.0,1.0
ls,12.852,4.189,5.023,19.849,0.212,0.15,369.0,492.0,1.01
var,16.452,15.045,1.796,44.213,0.75,0.546,547.0,563.0,1.0
nu_y,3.613,1.493,1.302,6.428,0.037,0.026,1520.0,1330.0,1.0
sigma_y,1.498,0.273,0.967,1.985,0.007,0.005,1378.0,873.0,1.0
