,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.667,2.132,0.002,1.713,0.091,0.064,519.0,313.0,1.01
b_shrinkage[1],0.259,0.791,0.0,0.911,0.019,0.013,947.0,857.0,1.0
fixed_b[0],2.315,1.567,-0.805,5.057,0.088,0.062,337.0,195.0,1.01
fixed_b[1],-0.071,0.066,-0.198,0.044,0.005,0.004,238.0,122.0,1.01
ls,87.056,448.058,0.004,260.755,14.031,9.925,175.0,517.0,1.02
var,2.682,5.314,0.001,8.856,0.202,0.143,354.0,991.0,1.01
nu_y,0.979,0.373,0.441,1.639,0.015,0.01,578.0,581.0,1.0
sigma_y,0.861,0.38,0.189,1.521,0.019,0.013,328.0,289.0,1.01
