,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.839,1.288,0.006,2.191,0.035,0.025,950.0,863.0,1.0
b_shrinkage[1],0.273,0.657,0.0,1.016,0.015,0.011,1550.0,1062.0,1.0
fixed_b[0],5.251,4.909,-4.173,14.101,0.211,0.149,542.0,860.0,1.0
fixed_b[1],-0.079,0.157,-0.357,0.239,0.006,0.004,618.0,880.0,1.0
ls,14.509,3.796,7.764,21.783,0.165,0.117,520.0,838.0,1.01
var,35.368,31.198,5.95,93.896,1.201,0.85,689.0,1068.0,1.01
nu_y,4.117,1.564,1.715,7.294,0.04,0.029,1506.0,1481.0,1.0
sigma_y,1.912,0.279,1.363,2.41,0.007,0.005,1450.0,1367.0,1.0
