,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.748,1.271,0.01,2.108,0.038,0.027,826.0,545.0,1.03
b_shrinkage[1],0.325,1.073,0.0,0.993,0.063,0.044,805.0,737.0,1.0
fixed_b[0],4.001,1.918,-0.02,7.206,0.133,0.099,205.0,285.0,1.05
fixed_b[1],-0.112,0.086,-0.261,0.066,0.007,0.005,143.0,51.0,1.04
ls,15.705,25.806,0.154,50.252,1.968,1.394,67.0,151.0,1.07
var,4.513,6.779,0.064,13.764,0.524,0.371,264.0,317.0,1.03
nu_y,3.19,1.502,0.993,5.842,0.139,0.099,54.0,26.0,1.07
sigma_y,1.038,0.309,0.271,1.472,0.055,0.039,56.0,17.0,1.08
