,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.594,3.216,0.059,3.81,0.1,0.071,1672.0,1021.0,1.01
b_shrinkage[1],0.373,0.868,0.001,1.205,0.023,0.016,1617.0,1179.0,1.0
fixed_b[0],13.56,4.598,5.181,22.091,0.176,0.131,742.0,832.0,1.0
fixed_b[1],-0.386,0.231,-0.787,0.068,0.009,0.007,739.0,997.0,1.0
ls,3.118,0.858,1.798,4.415,0.064,0.047,253.0,262.0,1.02
var,39.628,25.935,9.104,77.087,1.146,0.811,574.0,954.0,1.01
nu_y,3.545,1.505,1.219,6.37,0.033,0.024,2010.0,1389.0,1.0
sigma_y,2.044,0.43,1.29,2.853,0.016,0.011,733.0,1077.0,1.0
