,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.753,1.851,0.024,1.987,0.058,0.041,1288.0,1130.0,1.0
b_shrinkage[1],0.26,1.01,0.0,0.97,0.024,0.017,1470.0,1490.0,1.0
fixed_b[0],3.013,1.333,0.445,5.518,0.071,0.06,526.0,323.0,1.03
fixed_b[1],-0.07,0.04,-0.147,0.007,0.002,0.001,670.0,738.0,1.0
ls,76.092,854.106,0.055,155.654,21.446,15.167,58.0,390.0,1.07
var,1.931,3.668,0.002,6.583,0.219,0.155,142.0,557.0,1.03
nu_y,1.548,0.626,0.654,2.694,0.021,0.015,785.0,1156.0,1.0
sigma_y,0.81,0.261,0.36,1.263,0.013,0.009,274.0,618.0,1.02
