,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.839,1.421,0.016,2.261,0.041,0.029,1193.0,1040.0,1.01
b_shrinkage[1],0.313,1.36,0.0,1.025,0.035,0.025,1331.0,1102.0,1.01
fixed_b[0],4.384,1.92,0.957,8.247,0.127,0.094,272.0,229.0,1.01
fixed_b[1],-0.13,0.078,-0.274,0.025,0.005,0.004,222.0,264.0,1.02
ls,16.126,65.912,0.016,39.7,3.695,2.615,95.0,182.0,1.04
var,3.968,5.298,0.024,10.195,0.313,0.221,358.0,414.0,1.01
nu_y,3.455,1.458,1.31,6.289,0.044,0.031,999.0,745.0,1.0
sigma_y,1.086,0.282,0.627,1.666,0.019,0.014,197.0,321.0,1.02
