,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.141,1.983,0.006,2.884,0.064,0.045,402.0,185.0,1.01
b_shrinkage[1],0.334,0.746,0.001,1.104,0.028,0.02,615.0,1036.0,1.01
fixed_b[0],9.297,3.603,2.436,16.394,0.231,0.163,262.0,243.0,1.03
fixed_b[1],-0.314,0.157,-0.578,0.01,0.011,0.008,195.0,504.0,1.03
ls,5.874,1.683,2.881,8.941,0.128,0.091,167.0,524.0,1.02
var,14.833,11.829,2.505,32.366,0.654,0.463,342.0,452.0,1.01
nu_y,1.104,0.347,0.51,1.692,0.019,0.013,216.0,141.0,1.03
sigma_y,1.129,0.405,0.426,1.797,0.027,0.019,152.0,28.0,1.03
