,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.897,2.407,0.003,2.283,0.131,0.093,224.0,48.0,1.01
b_shrinkage[1],0.311,0.775,0.0,1.092,0.019,0.014,929.0,1064.0,1.0
fixed_b[0],4.513,2.653,-0.191,9.297,0.125,0.088,454.0,474.0,1.01
fixed_b[1],-0.227,0.176,-0.559,0.097,0.006,0.005,740.0,983.0,1.0
ls,7.997,6.186,0.853,17.547,0.343,0.242,222.0,303.0,1.02
var,6.773,7.151,0.293,17.331,0.327,0.231,433.0,1144.0,1.01
nu_y,2.295,1.031,0.772,4.162,0.032,0.023,778.0,1136.0,1.0
sigma_y,1.206,0.33,0.625,1.805,0.011,0.008,743.0,415.0,1.0
