,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.815,1.393,0.008,2.188,0.038,0.027,1379.0,760.0,1.0
b_shrinkage[1],0.285,0.615,0.0,1.134,0.016,0.011,1688.0,1495.0,1.0
fixed_b[0],4.459,1.892,0.443,8.32,0.075,0.055,742.0,492.0,1.01
fixed_b[1],-0.139,0.081,-0.295,0.013,0.004,0.003,506.0,483.0,1.01
ls,33.26,325.591,0.036,31.09,22.047,15.611,73.0,57.0,1.03
var,4.346,7.471,0.005,11.92,0.611,0.433,268.0,234.0,1.02
nu_y,1.752,0.677,0.706,2.993,0.017,0.012,1156.0,585.0,1.0
sigma_y,1.033,0.291,0.51,1.544,0.01,0.007,703.0,485.0,1.0
