,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.906,1.468,0.04,2.27,0.048,0.034,1521.0,968.0,1.0
b_shrinkage[1],0.306,0.946,0.001,1.037,0.025,0.019,1766.0,1617.0,1.0
fixed_b[0],5.975,1.78,2.667,9.667,0.071,0.053,659.0,574.0,1.01
fixed_b[1],-0.164,0.079,-0.321,-0.016,0.003,0.002,596.0,739.0,1.01
ls,6.059,15.596,0.493,14.404,1.068,0.756,104.0,105.0,1.06
var,4.239,3.189,0.781,9.562,0.133,0.094,634.0,755.0,1.01
nu_y,3.043,1.291,1.207,5.608,0.037,0.026,1126.0,741.0,1.0
sigma_y,1.397,0.313,0.805,1.969,0.015,0.011,421.0,695.0,1.01
