,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.859,1.178,0.011,2.306,0.03,0.021,1554.0,863.0,1.0
b_shrinkage[1],0.291,1.236,0.0,1.002,0.029,0.021,2139.0,1408.0,1.0
fixed_b[0],5.685,2.202,0.894,9.762,0.074,0.052,945.0,783.0,1.0
fixed_b[1],-0.147,0.086,-0.295,0.03,0.003,0.002,942.0,971.0,1.0
ls,8.151,3.136,2.791,13.819,0.189,0.134,266.0,481.0,1.02
var,5.638,5.287,0.872,13.622,0.275,0.208,617.0,629.0,1.01
nu_y,2.497,1.004,0.94,4.373,0.021,0.016,2141.0,1301.0,1.0
sigma_y,1.24,0.265,0.735,1.7,0.007,0.005,1540.0,1076.0,1.0
