,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],1.135,2.075,0.013,3.114,0.054,0.038,966.0,867.0,1.0
b_shrinkage[1],0.318,0.657,0.0,1.224,0.016,0.011,1380.0,1036.0,1.0
fixed_b[0],8.677,7.934,-4.256,24.213,0.323,0.228,612.0,1043.0,1.0
fixed_b[1],-0.147,0.294,-0.727,0.365,0.011,0.008,666.0,747.0,1.0
ls,11.722,3.911,4.729,18.302,0.25,0.177,236.0,327.0,1.01
var,96.677,90.517,11.256,240.011,4.298,3.187,599.0,733.0,1.0
nu_y,3.361,1.368,1.152,5.912,0.033,0.024,1626.0,1213.0,1.0
sigma_y,3.396,0.569,2.341,4.49,0.015,0.011,1352.0,1111.0,1.0
