,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.83,0.98,0.006,2.429,0.028,0.02,1214.0,956.0,1.0
b_shrinkage[1],0.368,2.373,0.0,1.149,0.064,0.045,1198.0,761.0,1.0
fixed_b[0],5.576,3.187,-0.547,11.19,0.141,0.099,529.0,890.0,1.01
fixed_b[1],-0.184,0.181,-0.505,0.159,0.008,0.005,557.0,1045.0,1.01
ls,4.842,1.336,2.47,7.229,0.085,0.06,257.0,676.0,1.0
var,13.796,10.949,1.958,31.346,0.51,0.361,512.0,788.0,1.0
nu_y,1.437,0.519,0.64,2.42,0.014,0.01,1261.0,1002.0,1.0
sigma_y,1.197,0.385,0.525,1.881,0.012,0.009,910.0,823.0,1.01
