,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.995,3.89,0.005,2.555,0.125,0.088,1425.0,854.0,1.0
b_shrinkage[1],0.359,2.133,0.0,1.117,0.048,0.034,1070.0,945.0,1.0
fixed_b[0],5.33,2.629,0.25,10.015,0.143,0.106,374.0,262.0,1.01
fixed_b[1],-0.183,0.1,-0.374,0.003,0.004,0.003,688.0,692.0,1.01
ls,17.512,31.27,0.072,62.907,1.738,1.23,93.0,164.0,1.04
var,5.742,7.539,0.003,16.567,0.328,0.232,506.0,762.0,1.01
nu_y,2.453,1.195,0.78,4.545,0.06,0.042,277.0,93.0,1.01
sigma_y,1.345,0.366,0.569,1.922,0.02,0.014,292.0,87.0,1.01
