,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.597,1.022,0.004,1.74,0.03,0.021,1769.0,1268.0,1.0
b_shrinkage[1],0.231,0.668,0.0,0.923,0.015,0.011,1727.0,1155.0,1.0
fixed_b[0],1.606,1.784,-1.736,4.991,0.062,0.044,850.0,771.0,1.01
fixed_b[1],0.002,0.068,-0.142,0.124,0.002,0.002,864.0,1084.0,1.0
ls,13.975,11.063,0.888,27.97,0.586,0.414,284.0,67.0,1.02
var,4.327,5.498,0.042,12.248,0.25,0.193,808.0,746.0,1.01
nu_y,2.272,0.92,0.846,3.984,0.019,0.015,2630.0,1282.0,1.0
sigma_y,0.981,0.233,0.555,1.42,0.006,0.004,1337.0,950.0,1.0
