,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.701,1.07,0.005,2.075,0.032,0.022,466.0,334.0,1.01
b_shrinkage[1],0.253,0.587,0.0,0.977,0.015,0.01,889.0,389.0,1.01
fixed_b[0],3.405,2.346,-1.08,7.177,0.14,0.099,280.0,129.0,1.01
fixed_b[1],-0.102,0.121,-0.325,0.109,0.008,0.006,237.0,216.0,1.01
ls,16.988,69.832,0.161,35.535,2.075,1.467,350.0,496.0,1.01
var,5.058,6.044,0.052,14.631,0.231,0.164,553.0,1038.0,1.01
nu_y,1.6,0.659,0.634,2.746,0.022,0.016,669.0,564.0,1.0
sigma_y,1.303,0.406,0.572,2.059,0.017,0.012,544.0,400.0,1.0
