,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.74,1.345,0.003,2.274,0.045,0.035,811.0,625.0,1.0
b_shrinkage[1],0.253,0.519,0.0,1.02,0.013,0.009,1548.0,1221.0,1.0
fixed_b[0],2.859,1.579,-0.139,5.918,0.089,0.063,308.0,584.0,1.01
fixed_b[1],-0.071,0.064,-0.189,0.055,0.003,0.002,362.0,480.0,1.01
ls,17.584,66.89,0.785,55.428,3.674,2.6,46.0,139.0,1.07
var,3.228,3.651,0.001,8.343,0.199,0.141,275.0,451.0,1.01
nu_y,1.45,0.579,0.55,2.499,0.022,0.016,519.0,443.0,1.01
sigma_y,0.696,0.276,0.196,1.192,0.023,0.016,117.0,148.0,1.03
