,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.787,1.224,0.007,2.084,0.036,0.025,1050.0,672.0,1.0
b_shrinkage[1],0.282,0.72,0.0,1.009,0.017,0.012,1326.0,1089.0,1.0
fixed_b[0],4.579,1.803,0.793,7.83,0.099,0.07,349.0,456.0,1.01
fixed_b[1],-0.126,0.094,-0.284,0.066,0.005,0.005,405.0,359.0,1.01
ls,4.734,5.235,0.156,9.722,0.417,0.295,69.0,138.0,1.06
var,4.758,4.665,0.022,10.211,0.233,0.165,503.0,545.0,1.0
nu_y,2.832,1.292,0.903,5.127,0.044,0.032,849.0,948.0,1.0
sigma_y,1.342,0.374,0.69,2.042,0.02,0.014,325.0,387.0,1.01
