,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b_shrinkage[0],0.925,1.572,0.012,2.407,0.051,0.036,999.0,684.0,1.0
b_shrinkage[1],0.288,0.719,0.0,1.064,0.018,0.013,1418.0,1194.0,1.0
fixed_b[0],5.88,2.704,0.891,11.594,0.121,0.09,547.0,493.0,1.01
fixed_b[1],-0.134,0.11,-0.369,0.064,0.005,0.004,512.0,579.0,1.01
ls,5.399,2.589,1.368,10.41,0.337,0.239,60.0,105.0,1.05
var,9.659,11.431,0.028,28.577,0.862,0.611,125.0,453.0,1.02
nu_y,3.039,1.392,0.973,5.618,0.037,0.026,1197.0,948.0,1.0
sigma_y,1.069,0.264,0.59,1.56,0.009,0.007,757.0,729.0,1.0
